exception,location,date,temperature,pressure,humidity,pm1,pm2,pm10,gas,tvoc,eco2
,NO LOCATION,2024-08-25 00:08:33,34.22째C,1007.86hPa,71.86%,0.00,0.00,0.00,384.12kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:35,34.21째C,1007.87hPa,71.83%,0.00,0.00,0.00,383.90kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:36,34.21째C,1007.87hPa,71.76%,0.00,0.00,0.00,385.23kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:36,34.21째C,1007.87hPa,71.76%,0.00,0.00,0.00,385.23kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:37,34.20째C,1007.87hPa,71.69%,0.00,0.00,0.00,383.68kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:39,34.19째C,1007.87hPa,71.62%,0.00,0.00,0.00,383.68kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:40,34.18째C,1007.87hPa,71.56%,0.00,0.00,0.00,386.57kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:40,34.18째C,1007.87hPa,71.56%,0.00,0.00,0.00,386.57kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:42,34.17째C,1007.87hPa,71.53%,0.00,0.00,0.00,385.45kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:43,34.16째C,1007.87hPa,71.50%,0.00,0.00,0.00,388.14kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:44,34.15째C,1007.87hPa,71.51%,0.00,0.00,0.00,386.35kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:44,34.15째C,1007.87hPa,71.51%,0.00,0.00,0.00,386.35kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:46,34.15째C,1007.87hPa,71.50%,0.00,0.00,0.00,386.35kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:47,34.14째C,1007.87hPa,71.51%,0.00,0.00,0.00,386.57kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:47,34.14째C,1007.87hPa,71.51%,0.00,0.00,0.00,386.57kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:48,34.13째C,1007.86hPa,71.49%,0.00,0.00,0.00,384.79kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:50,34.12째C,1007.85hPa,71.50%,0.00,0.00,0.00,384.56kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:51,34.11째C,1007.85hPa,71.48%,0.00,0.00,0.00,387.69kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:51,34.11째C,1007.85hPa,71.48%,0.00,0.00,0.00,387.69kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:53,34.11째C,1007.85hPa,71.45%,0.00,0.00,0.00,387.69kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:54,34.10째C,1007.85hPa,71.40%,0.00,0.00,0.00,387.24kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:55,34.09째C,1007.85hPa,71.41%,0.00,0.00,0.00,387.69kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:55,34.09째C,1007.85hPa,71.41%,0.00,0.00,0.00,387.69kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:57,34.08째C,1007.85hPa,71.41%,0.00,0.00,0.00,386.57kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:58,34.07째C,1007.86hPa,71.48%,0.00,0.00,0.00,387.02kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:59,34.07째C,1007.86hPa,71.53%,0.00,0.00,0.00,387.24kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:08:59,34.07째C,1007.86hPa,71.53%,0.00,0.00,0.00,387.24kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:01,34.06째C,1007.86hPa,71.58%,0.00,0.00,0.00,387.92kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:02,34.05째C,1007.86hPa,71.61%,0.00,0.00,0.00,386.57kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:02,34.05째C,1007.86hPa,71.61%,0.00,0.00,0.00,386.57kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:03,34.05째C,1007.85hPa,71.64%,0.00,0.00,0.00,387.02kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:05,34.04째C,1007.85hPa,71.65%,0.00,0.00,0.00,384.12kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:06,34.03째C,1007.85hPa,71.67%,0.00,0.00,0.00,386.79kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:06,34.03째C,1007.85hPa,71.67%,0.00,0.00,0.00,386.79kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:08,34.02째C,1007.86hPa,71.71%,0.00,0.00,0.00,385.68kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:09,34.01째C,1007.85hPa,71.72%,0.00,0.00,0.00,385.68kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:10,34.00째C,1007.86hPa,71.75%,0.00,0.00,0.00,387.24kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:10,34.00째C,1007.86hPa,71.75%,0.00,0.00,0.00,387.24kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:12,33.99째C,1007.86hPa,71.76%,0.00,0.00,0.00,385.90kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:13,33.98째C,1007.85hPa,71.78%,0.00,0.00,0.00,384.12kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:14,33.97째C,1007.85hPa,71.79%,0.00,0.00,0.00,385.01kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:14,33.97째C,1007.85hPa,71.79%,0.00,0.00,0.00,385.01kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:16,33.96째C,1007.84hPa,71.82%,0.00,0.00,0.00,387.92kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:17,33.95째C,1007.84hPa,71.85%,0.00,0.00,0.00,386.57kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:17,33.95째C,1007.84hPa,71.85%,0.00,0.00,0.00,386.57kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:19,33.95째C,1007.84hPa,71.88%,0.00,0.00,0.00,385.90kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:20,33.94째C,1007.84hPa,71.89%,0.00,0.00,0.00,385.23kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:21,33.93째C,1007.85hPa,71.93%,0.00,0.00,0.00,388.82kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:21,33.93째C,1007.85hPa,71.93%,0.00,0.00,0.00,388.82kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:23,33.93째C,1007.85hPa,71.95%,0.00,0.00,0.00,386.35kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:24,33.92째C,1007.85hPa,71.98%,0.00,0.00,0.00,385.68kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:25,33.91째C,1007.85hPa,72.02%,0.00,0.00,0.00,383.90kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:25,33.91째C,1007.85hPa,72.02%,0.00,0.00,0.00,383.90kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:27,33.91째C,1007.85hPa,72.06%,0.00,0.00,0.00,386.12kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:28,33.90째C,1007.85hPa,72.09%,0.00,0.00,0.00,385.23kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:29,33.90째C,1007.85hPa,72.11%,0.00,0.00,0.00,385.01kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:29,33.90째C,1007.85hPa,72.11%,0.00,0.00,0.00,385.01kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:31,33.90째C,1007.84hPa,72.14%,0.00,0.00,0.00,384.79kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:32,33.90째C,1007.83hPa,72.18%,0.00,0.00,0.00,386.79kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:32,33.90째C,1007.83hPa,72.18%,0.00,0.00,0.00,386.79kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:34,33.90째C,1007.84hPa,72.22%,0.00,0.00,0.00,386.35kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:35,33.90째C,1007.84hPa,72.24%,0.00,0.00,0.00,383.90kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:36,33.89째C,1007.84hPa,72.27%,0.00,0.00,0.00,384.79kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:36,33.89째C,1007.84hPa,72.27%,0.00,0.00,0.00,384.79kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:38,33.89째C,1007.84hPa,72.29%,0.00,0.00,0.00,386.79kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:39,33.89째C,1007.83hPa,72.30%,0.00,0.00,0.00,384.12kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:40,33.88째C,1007.83hPa,72.33%,0.00,0.00,0.00,389.50kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:40,33.88째C,1007.83hPa,72.33%,0.00,0.00,0.00,389.50kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:42,33.88째C,1007.83hPa,72.34%,0.00,0.00,0.00,385.68kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:43,33.88째C,1007.83hPa,72.37%,0.00,0.00,0.00,385.45kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:45,33.87째C,1007.83hPa,72.40%,0.00,0.00,0.00,387.47kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:45,33.87째C,1007.83hPa,72.40%,0.00,0.00,0.00,387.47kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:46,33.87째C,1007.84hPa,72.45%,0.00,0.00,0.00,386.57kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:47,33.86째C,1007.84hPa,72.48%,0.00,0.00,0.00,385.01kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:47,33.86째C,1007.84hPa,72.48%,0.00,0.00,0.00,385.01kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:49,33.85째C,1007.84hPa,72.56%,0.00,0.00,0.00,386.12kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:50,33.85째C,1007.83hPa,72.59%,0.00,0.00,0.00,386.12kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:51,33.84째C,1007.83hPa,72.63%,0.00,0.00,0.00,385.23kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:51,33.84째C,1007.83hPa,72.63%,0.00,0.00,0.00,385.23kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:53,33.83째C,1007.83hPa,72.67%,0.00,0.00,0.00,387.92kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:54,33.83째C,1007.82hPa,72.72%,0.00,0.00,0.00,386.79kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:55,33.82째C,1007.82hPa,72.74%,0.00,0.00,0.00,387.02kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:55,33.82째C,1007.82hPa,72.74%,0.00,0.00,0.00,387.02kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:57,33.81째C,1007.81hPa,72.78%,0.00,0.00,0.00,386.12kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:09:58,33.81째C,1007.81hPa,72.83%,0.00,0.00,0.00,386.57kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:00,33.80째C,1007.81hPa,72.85%,0.00,0.00,0.00,386.12kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:00,33.80째C,1007.81hPa,72.85%,0.00,0.00,0.00,386.12kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:01,33.80째C,1007.82hPa,72.88%,0.00,0.00,0.00,385.68kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:02,33.79째C,1007.82hPa,72.92%,0.00,0.00,0.00,386.12kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:02,33.79째C,1007.82hPa,72.92%,0.00,0.00,0.00,386.12kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:04,33.79째C,1007.83hPa,72.96%,0.00,0.00,0.00,387.02kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:05,33.78째C,1007.83hPa,73.00%,0.00,0.00,0.00,384.56kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:06,33.78째C,1007.83hPa,73.06%,0.00,0.00,0.00,385.01kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:06,33.78째C,1007.83hPa,73.06%,0.00,0.00,0.00,385.01kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:08,33.77째C,1007.82hPa,73.11%,0.00,0.00,0.00,387.02kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:09,33.77째C,1007.82hPa,73.17%,0.00,0.00,0.00,386.57kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:11,33.77째C,1007.83hPa,73.22%,0.00,0.00,0.00,386.57kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:11,33.77째C,1007.83hPa,73.22%,0.00,0.00,0.00,386.57kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:12,33.77째C,1007.83hPa,73.27%,0.00,0.00,0.00,385.90kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:13,33.77째C,1007.83hPa,73.31%,0.00,0.00,0.00,385.01kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:15,33.79째C,1007.84hPa,73.35%,0.00,0.00,0.00,385.45kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:15,33.79째C,1007.84hPa,73.35%,0.00,0.00,0.00,385.45kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:16,33.80째C,1007.84hPa,73.35%,0.00,0.00,0.00,386.12kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:17,33.80째C,1007.84hPa,73.38%,0.00,0.00,0.00,385.23kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:17,33.80째C,1007.84hPa,73.38%,0.00,0.00,0.00,385.23kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:19,33.80째C,1007.84hPa,73.37%,0.00,0.00,0.00,385.68kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:20,33.81째C,1007.84hPa,73.39%,0.00,0.00,0.00,383.68kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:22,33.81째C,1007.83hPa,73.41%,0.00,0.00,0.00,387.92kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:22,33.81째C,1007.83hPa,73.41%,0.00,0.00,0.00,387.92kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:23,33.81째C,1007.82hPa,73.41%,0.00,0.00,0.00,386.35kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:24,33.81째C,1007.82hPa,73.44%,0.00,0.00,0.00,386.12kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:26,33.82째C,1007.83hPa,73.47%,0.00,0.00,0.00,384.79kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:26,33.82째C,1007.83hPa,73.47%,0.00,0.00,0.00,384.79kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:27,33.82째C,1007.83hPa,73.47%,0.00,0.00,0.00,383.02kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:28,33.83째C,1007.83hPa,73.50%,0.00,0.00,0.00,387.02kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:30,33.83째C,1007.82hPa,73.54%,0.00,0.00,0.00,384.12kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:30,33.83째C,1007.82hPa,73.54%,0.00,0.00,0.00,384.12kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:31,33.85째C,1007.82hPa,73.57%,0.00,0.00,0.00,383.02kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:32,33.85째C,1007.82hPa,73.61%,0.00,0.00,0.00,382.80kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:32,33.85째C,1007.82hPa,73.61%,0.00,0.00,0.00,382.80kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:34,33.86째C,1007.82hPa,73.61%,0.00,0.00,0.00,383.46kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:35,33.87째C,1007.83hPa,73.66%,0.00,0.00,0.00,385.68kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:37,33.88째C,1007.84hPa,73.67%,0.00,0.00,0.00,383.02kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:37,33.88째C,1007.84hPa,73.67%,0.00,0.00,0.00,383.02kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:38,33.89째C,1007.84hPa,73.68%,0.00,0.00,0.00,382.14kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:39,33.90째C,1007.84hPa,73.71%,0.00,0.00,0.00,382.58kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:41,33.91째C,1007.84hPa,73.71%,0.00,0.00,0.00,381.92kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:41,33.91째C,1007.84hPa,73.71%,0.00,0.00,0.00,381.92kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:42,33.93째C,1007.84hPa,73.70%,0.00,0.00,0.00,381.92kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:43,33.95째C,1007.84hPa,73.66%,0.00,0.00,0.00,383.90kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:45,33.96째C,1007.84hPa,73.65%,0.00,0.00,0.00,382.14kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:45,33.96째C,1007.84hPa,73.65%,0.00,0.00,0.00,382.14kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:46,33.98째C,1007.84hPa,73.63%,0.00,0.00,0.00,383.02kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:48,33.99째C,1007.85hPa,73.60%,0.00,0.00,0.00,382.58kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:48,33.99째C,1007.85hPa,73.60%,0.00,0.00,0.00,382.58kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:49,34.00째C,1007.85hPa,73.58%,0.00,0.00,0.00,382.58kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:50,34.02째C,1007.85hPa,73.59%,0.00,0.00,0.00,381.05kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:52,34.03째C,1007.84hPa,73.55%,0.00,0.00,0.00,383.02kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:52,34.03째C,1007.84hPa,73.55%,0.00,0.00,0.00,383.02kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:53,34.04째C,1007.84hPa,73.54%,0.00,0.00,0.00,381.26kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:54,34.05째C,1007.84hPa,73.53%,0.00,0.00,0.00,383.02kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:56,34.06째C,1007.84hPa,73.49%,0.00,0.00,0.00,379.10kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:56,34.06째C,1007.84hPa,73.49%,0.00,0.00,0.00,379.10kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:57,34.07째C,1007.84hPa,73.49%,0.00,0.00,0.00,378.17kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:10:58,34.09째C,1007.84hPa,73.47%,0.00,0.00,0.00,381.26kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:00,34.10째C,1007.84hPa,73.45%,0.00,0.00,0.00,377.73kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:00,34.10째C,1007.84hPa,73.45%,0.00,0.00,0.00,377.73kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:01,34.11째C,1007.83hPa,73.43%,0.00,0.00,0.00,381.26kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:03,34.12째C,1007.84hPa,73.42%,0.00,0.00,0.00,381.26kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:03,34.12째C,1007.84hPa,73.42%,0.00,0.00,0.00,381.26kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:04,34.12째C,1007.85hPa,73.41%,0.00,0.00,0.00,381.05kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:05,34.13째C,1007.85hPa,73.40%,0.00,0.00,0.00,381.05kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:07,34.13째C,1007.85hPa,73.41%,0.00,0.00,0.00,382.14kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:07,34.13째C,1007.85hPa,73.41%,0.00,0.00,0.00,382.14kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:08,34.13째C,1007.84hPa,73.43%,0.00,0.00,0.00,379.10kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:09,34.13째C,1007.85hPa,73.42%,0.00,0.00,0.00,380.83kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:11,34.13째C,1007.85hPa,73.43%,0.00,0.00,0.00,378.17kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:11,34.13째C,1007.85hPa,73.43%,0.00,0.00,0.00,378.17kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:12,34.12째C,1007.85hPa,73.45%,0.00,0.00,0.00,377.30kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:14,34.12째C,1007.85hPa,73.45%,0.00,0.00,0.00,378.17kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:15,34.12째C,1007.85hPa,73.50%,0.00,0.00,0.00,379.96kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:15,34.12째C,1007.85hPa,73.50%,0.00,0.00,0.00,379.96kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:16,34.11째C,1007.85hPa,73.50%,0.00,0.00,0.00,377.30kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:18,34.10째C,1007.85hPa,73.52%,0.00,0.00,0.00,378.17kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:19,34.10째C,1007.85hPa,73.54%,0.00,0.00,0.00,378.17kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:19,34.10째C,1007.85hPa,73.54%,0.00,0.00,0.00,381.92kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:20,34.09째C,1007.84hPa,73.56%,0.00,0.00,0.00,380.61kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:22,34.08째C,1007.84hPa,73.60%,0.00,0.00,0.00,379.96kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:22,34.08째C,1007.84hPa,73.60%,0.00,0.00,0.00,379.96kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:23,34.07째C,1007.84hPa,73.63%,0.00,0.00,0.00,379.31kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:24,34.06째C,1007.84hPa,73.67%,0.00,0.00,0.00,377.30kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:26,34.05째C,1007.84hPa,73.71%,0.00,0.00,0.00,380.83kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:26,34.05째C,1007.84hPa,73.71%,0.00,0.00,0.00,380.83kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:27,34.04째C,1007.83hPa,73.73%,0.00,0.00,0.00,379.31kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:29,34.03째C,1007.83hPa,73.78%,0.00,0.00,0.00,381.26kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:30,34.02째C,1007.83hPa,73.80%,0.00,0.00,0.00,380.39kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:30,34.02째C,1007.83hPa,73.80%,0.00,0.00,0.00,380.39kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:31,34.01째C,1007.83hPa,73.86%,0.00,0.00,0.00,382.58kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:33,34.00째C,1007.83hPa,73.89%,0.00,0.00,0.00,381.48kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:33,34.00째C,1007.83hPa,73.89%,0.00,0.00,0.00,381.48kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:34,33.99째C,1007.83hPa,73.94%,0.00,0.00,0.00,379.96kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:35,33.98째C,1007.83hPa,73.97%,0.00,0.00,0.00,380.39kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:37,33.97째C,1007.83hPa,74.01%,0.00,0.00,0.00,381.05kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:37,33.97째C,1007.83hPa,74.01%,0.00,0.00,0.00,381.05kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:38,33.96째C,1007.84hPa,74.05%,0.00,0.00,0.00,379.96kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:40,33.95째C,1007.84hPa,74.09%,0.00,0.00,0.00,381.05kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:41,33.94째C,1007.83hPa,74.14%,0.00,0.00,0.00,381.70kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:41,33.94째C,1007.83hPa,74.14%,0.00,0.00,0.00,381.70kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:42,33.93째C,1007.82hPa,74.16%,0.00,0.00,0.00,380.18kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:44,33.92째C,1007.82hPa,74.22%,0.00,0.00,0.00,381.48kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:45,33.91째C,1007.82hPa,74.28%,0.00,0.00,0.00,383.90kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:45,33.91째C,1007.82hPa,74.28%,0.00,0.00,0.00,383.90kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:46,33.90째C,1007.83hPa,74.30%,0.00,0.00,0.00,382.36kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:48,33.89째C,1007.83hPa,74.34%,0.00,0.00,0.00,381.70kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:49,33.89째C,1007.83hPa,74.37%,0.00,0.00,0.00,381.70kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:49,33.89째C,1007.83hPa,74.37%,0.00,0.00,0.00,381.26kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:50,33.88째C,1007.82hPa,74.40%,0.00,0.00,0.00,381.70kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:52,33.87째C,1007.82hPa,74.45%,0.00,0.00,0.00,383.24kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:52,33.87째C,1007.82hPa,74.45%,0.00,0.00,0.00,383.24kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:53,33.86째C,1007.82hPa,74.51%,0.00,0.00,0.00,380.83kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:55,33.85째C,1007.82hPa,74.56%,0.00,0.00,0.00,381.70kOhms,0.00,0.00
,NO LOCATION,2024-08-25 00:11:56,33.85째C,1007.82hPa,74.59%,0.00,0.00,0.00,383.68kOhms,0.00,0.00
