exception,location,date,temperature,pressure,humidity,pm1,pm2,pm10,gas,tvoc,eco2
,NO LOCATION,2024-09-10 12:08:24,30.37캜,995.11hPa,43.64%,4.44,0.48,7.12,303.19kOhms,87.25,1837.19
,NO LOCATION,2024-09-10 12:08:25,30.36캜,995.24hPa,43.13%,4.2,0.5,7.32,301.85kOhms,83.84,1848.72
,NO LOCATION,2024-09-10 12:08:26,30.36캜,995.5hPa,42.29%,4.33,0.03,7.23,303.4kOhms,83.98,1799.92
,NO LOCATION,2024-09-10 12:08:27,30.03캜,995.22hPa,43.06%,4.82,0.03,6.89,305.2kOhms,87.6,1762.15
,NO LOCATION,2024-09-10 12:08:28,30.16캜,995.63hPa,42.31%,4.33,0.31,6.94,305.84kOhms,87.1,1769.56
,NO LOCATION,2024-09-10 12:08:29,30.48캜,995.99hPa,42.3%,4.81,0.18,6.94,307.3kOhms,82.83,1787.14
,NO LOCATION,2024-09-10 12:08:30,30.39캜,995.53hPa,42.42%,4.52,0.3,6.8,306.62kOhms,82.03,1798.03
,NO LOCATION,2024-09-10 12:08:31,30.25캜,995.43hPa,42.94%,4.25,0,6.84,305.53kOhms,86.57,1770.66
,NO LOCATION,2024-09-10 12:08:32,30.01캜,994.99hPa,43.47%,4.24,0,7.02,306.61kOhms,81.76,1721.05
,NO LOCATION,2024-09-10 12:08:33,29.76캜,994.53hPa,44.09%,4.27,0.33,7.31,307.92kOhms,81.81,1686.89
,NO LOCATION,2024-09-10 12:08:34,30.14캜,994.54hPa,44.14%,4.46,0.06,7.52,307.55kOhms,81.98,1728.33
,NO LOCATION,2024-09-10 12:08:35,30.14캜,994.87hPa,43.78%,4.79,0.04,7.56,305.79kOhms,85.12,1759.57
,NO LOCATION,2024-09-10 12:08:36,30.58캜,995.16hPa,44.01%,4.88,0.39,7.6,306.01kOhms,86.25,1760.51
,NO LOCATION,2024-09-10 12:08:37,30.44캜,994.84hPa,44.78%,5.22,0.47,7.18,305.36kOhms,87.74,1751.83
,NO LOCATION,2024-09-10 12:08:38,30.72캜,994.4hPa,45.6%,5.47,0.09,7.21,304.32kOhms,83.96,1714.81
,NO LOCATION,2024-09-10 12:08:39,30.97캜,994.27hPa,46.03%,5.03,0,7.3,306.21kOhms,81.62,1688.56
,NO LOCATION,2024-09-10 12:08:40,31.04캜,994.58hPa,46.2%,5.05,0.41,7.57,305.22kOhms,85.43,1685.23
,NO LOCATION,2024-09-10 12:08:41,30.57캜,994.32hPa,46.25%,5.25,0.9,7.98,307.0kOhms,85.79,1685.96
,NO LOCATION,2024-09-10 12:08:42,30.86캜,994.28hPa,45.91%,5.48,1.31,8.4,305.19kOhms,84.35,1695.69
,NO LOCATION,2024-09-10 12:08:43,31.3캜,993.88hPa,46.13%,5.86,1.41,8.5,303.77kOhms,80.43,1666.72
,NO LOCATION,2024-09-10 12:08:44,31.25캜,994.02hPa,46.04%,5.72,1.55,8.03,304.04kOhms,85.06,1625.39
,NO LOCATION,2024-09-10 12:08:45,30.92캜,993.79hPa,46.65%,5.39,1.97,8.37,303.63kOhms,85.45,1626.72
,NO LOCATION,2024-09-10 12:08:46,31.05캜,994.03hPa,47.54%,4.96,1.68,8.15,303.83kOhms,87.42,1597.29
,NO LOCATION,2024-09-10 12:08:47,30.65캜,994.46hPa,47.51%,4.5,1.55,8.0,304.34kOhms,88.9,1623.78
,NO LOCATION,2024-09-10 12:08:48,30.15캜,994.75hPa,47.71%,4.66,1.75,7.87,304.74kOhms,89.53,1625.44
,NO LOCATION,2024-09-10 12:08:49,30.58캜,994.26hPa,47.27%,5.06,2.19,8.35,303.65kOhms,93.7,1653.38
,NO LOCATION,2024-09-10 12:08:50,30.47캜,994.58hPa,46.74%,5.36,1.95,8.56,303.84kOhms,92.75,1672.05
,NO LOCATION,2024-09-10 12:08:51,30.15캜,994.57hPa,46.67%,5.04,1.53,8.26,305.05kOhms,95.25,1632.44
,NO LOCATION,2024-09-10 12:08:52,29.74캜,994.79hPa,46.21%,4.95,1.18,8.73,303.44kOhms,96.1,1643.62
,NO LOCATION,2024-09-10 12:08:53,29.81캜,994.36hPa,46.65%,4.58,1.32,8.92,303.56kOhms,93.38,1618.24
,NO LOCATION,2024-09-10 12:08:54,30.15캜,994.25hPa,45.71%,4.68,1.17,9.38,303.49kOhms,91.44,1614.88
,NO LOCATION,2024-09-10 12:08:55,29.72캜,994.2hPa,46.42%,4.34,1.07,9.0,304.42kOhms,91.93,1596.52
,NO LOCATION,2024-09-10 12:08:56,29.52캜,993.93hPa,47.27%,4.32,1.55,8.67,305.89kOhms,96.35,1638.69
,NO LOCATION,2024-09-10 12:08:57,29.93캜,994.38hPa,46.48%,4.03,1.25,8.45,306.16kOhms,94.1,1634.99
,NO LOCATION,2024-09-10 12:08:58,30.13캜,994.57hPa,45.79%,4.14,1.56,8.62,307.94kOhms,91.64,1654.01
,NO LOCATION,2024-09-10 12:08:59,30.46캜,994.38hPa,46.26%,4.0,1.09,8.25,308.32kOhms,87.4,1638.45
,NO LOCATION,2024-09-10 12:09:00,30.6캜,994.76hPa,45.33%,4.04,1.2,8.64,309.79kOhms,87.18,1615.8
,NO LOCATION,2024-09-10 12:09:01,30.58캜,994.73hPa,44.76%,4.48,0.83,9.03,308.36kOhms,82.99,1623.13
,NO LOCATION,2024-09-10 12:09:02,30.41캜,994.83hPa,44.38%,4.65,1.15,9.19,309.85kOhms,84.23,1665.76
,NO LOCATION,2024-09-10 12:09:03,30.74캜,994.83hPa,44.42%,4.73,1.41,8.78,311.32kOhms,82.22,1708.48
,NO LOCATION,2024-09-10 12:09:04,30.72캜,994.36hPa,45.14%,4.93,0.99,8.86,311.94kOhms,81.79,1749.93
,NO LOCATION,2024-09-10 12:09:05,31.13캜,994.18hPa,44.91%,4.52,0.76,8.69,313.82kOhms,80.4,1758.59
,NO LOCATION,2024-09-10 12:09:06,30.82캜,994.52hPa,44.21%,4.14,1.04,8.8,315.45kOhms,82.2,1741.91
,NO LOCATION,2024-09-10 12:09:07,31.06캜,994.27hPa,43.35%,3.99,1.27,9.25,316.33kOhms,86.38,1742.47
,NO LOCATION,2024-09-10 12:09:08,31.08캜,994.2hPa,44.1%,4.02,1.71,8.87,314.74kOhms,85.77,1704.99
,NO LOCATION,2024-09-10 12:09:09,31.34캜,994.36hPa,43.51%,3.84,1.41,8.38,313.83kOhms,90.04,1700.5
,NO LOCATION,2024-09-10 12:09:10,31.37캜,993.99hPa,43.97%,3.61,1.88,8.47,313.97kOhms,87.05,1682.51
,NO LOCATION,2024-09-10 12:09:11,31.18캜,994.31hPa,44.46%,3.72,2.09,8.51,314.56kOhms,91.4,1663.77
,NO LOCATION,2024-09-10 12:09:12,31.0캜,993.95hPa,45.41%,3.37,2.28,8.04,313.46kOhms,90.86,1640.59
,NO LOCATION,2024-09-10 12:09:13,30.84캜,994.35hPa,45.73%,3.74,2.29,7.93,313.44kOhms,95.68,1606.8
,NO LOCATION,2024-09-10 12:09:14,31.16캜,994.65hPa,46.59%,3.93,2.76,8.05,313.83kOhms,94.49,1569.89
,NO LOCATION,2024-09-10 12:09:15,31.31캜,994.97hPa,46.5%,3.64,3.18,8.2,313.75kOhms,91.48,1521.53
,NO LOCATION,2024-09-10 12:09:16,31.07캜,995.29hPa,46.29%,4.0,3.52,8.08,312.82kOhms,94.15,1542.04
,NO LOCATION,2024-09-10 12:09:17,31.0캜,995.15hPa,45.92%,4.4,3.45,8.29,311.63kOhms,95.52,1512.64
,NO LOCATION,2024-09-10 12:09:18,30.88캜,995.1hPa,46.78%,4.04,3.94,8.02,310.24kOhms,99.66,1483.68
,NO LOCATION,2024-09-10 12:09:19,30.57캜,994.79hPa,46.8%,3.69,3.94,7.83,311.87kOhms,97.49,1509.89
,NO LOCATION,2024-09-10 12:09:20,30.5캜,994.86hPa,46.5%,3.49,3.53,8.26,311.93kOhms,98.7,1461.96
,NO LOCATION,2024-09-10 12:09:21,30.53캜,994.43hPa,45.99%,3.24,3.74,8.04,313.05kOhms,96.62,1490.88
,NO LOCATION,2024-09-10 12:09:22,30.86캜,994.23hPa,45.34%,3.19,3.8,7.65,311.21kOhms,94.71,1444.8
,NO LOCATION,2024-09-10 12:09:23,31.04캜,993.89hPa,44.78%,3.02,4.07,7.72,310.77kOhms,92.04,1452.45
,NO LOCATION,2024-09-10 12:09:24,31.08캜,993.55hPa,45.6%,3.34,4.09,7.28,308.78kOhms,91.99,1452.54
,NO LOCATION,2024-09-10 12:09:25,31.41캜,993.16hPa,44.76%,3.36,4.54,7.7,308.13kOhms,96.84,1446.05
,NO LOCATION,2024-09-10 12:09:26,31.21캜,993.19hPa,44.25%,3.64,4.45,7.84,307.71kOhms,97.08,1492.37
,NO LOCATION,2024-09-10 12:09:27,31.31캜,992.88hPa,44.03%,3.55,4.85,8.15,308.96kOhms,94.53,1481.75
,NO LOCATION,2024-09-10 12:09:28,31.4캜,992.44hPa,44.05%,3.84,4.63,8.59,309.26kOhms,99.43,1517.32
,NO LOCATION,2024-09-10 12:09:29,31.14캜,992.77hPa,44.08%,4.31,4.37,8.72,307.28kOhms,95.36,1524.57
,NO LOCATION,2024-09-10 12:09:30,30.89캜,993.11hPa,43.8%,4.71,4.05,8.37,307.81kOhms,98.38,1493.05
,NO LOCATION,2024-09-10 12:09:31,30.63캜,993.47hPa,43.43%,5.18,4.14,8.41,308.27kOhms,99.35,1491.67
,NO LOCATION,2024-09-10 12:09:32,30.94캜,993.41hPa,42.99%,5.3,4.51,8.88,306.31kOhms,100,1442.63
,NO LOCATION,2024-09-10 12:09:33,31.32캜,993.72hPa,43.39%,5.0,4.78,8.79,307.75kOhms,100,1393.54
,NO LOCATION,2024-09-10 12:09:34,31.21캜,993.28hPa,44.02%,4.5,4.61,8.32,309.09kOhms,100,1411.94
,NO LOCATION,2024-09-10 12:09:35,31.48캜,993.54hPa,44.3%,4.79,4.63,7.82,310.32kOhms,99.45,1388.54
,NO LOCATION,2024-09-10 12:09:36,31.04캜,993.27hPa,43.98%,4.76,5.02,8.29,308.57kOhms,100,1431.46
,NO LOCATION,2024-09-10 12:09:37,31.35캜,992.94hPa,43.35%,5.12,4.92,8.54,306.79kOhms,100,1446.2
,NO LOCATION,2024-09-10 12:09:38,31.44캜,993.39hPa,42.95%,4.7,4.63,8.77,308.55kOhms,95.14,1396.99
,NO LOCATION,2024-09-10 12:09:39,31.75캜,993.57hPa,43.28%,4.77,4.16,8.72,308.1kOhms,90.75,1413.06
,NO LOCATION,2024-09-10 12:09:40,31.76캜,993.36hPa,42.87%,5.08,3.99,8.8,307.19kOhms,92.0,1427.91
,NO LOCATION,2024-09-10 12:09:41,31.97캜,992.93hPa,42.66%,5.53,4.43,9.04,305.93kOhms,90.92,1444.54
,NO LOCATION,2024-09-10 12:09:42,32.35캜,992.8hPa,42.68%,5.35,4.63,8.84,307.87kOhms,93.18,1469.78
,NO LOCATION,2024-09-10 12:09:43,32.53캜,992.59hPa,41.83%,5.04,4.98,8.48,306.36kOhms,96.46,1475.99
,NO LOCATION,2024-09-10 12:09:44,32.84캜,992.65hPa,41.96%,4.59,4.59,8.79,306.9kOhms,97.92,1484.32
,NO LOCATION,2024-09-10 12:09:45,33.29캜,992.27hPa,41.58%,4.62,4.92,8.73,305.45kOhms,100,1469.12
,NO LOCATION,2024-09-10 12:09:46,33.01캜,991.79hPa,40.6%,4.94,5.27,9.23,306.93kOhms,100,1484.11
,NO LOCATION,2024-09-10 12:09:47,32.72캜,991.74hPa,40.22%,5.01,5.64,9.36,307.87kOhms,99.03,1484.56
,NO LOCATION,2024-09-10 12:09:48,32.3캜,992.07hPa,40.52%,5.01,6.02,9.4,309.24kOhms,95.25,1518.54
,NO LOCATION,2024-09-10 12:09:49,32.71캜,992.05hPa,40.44%,5.0,5.56,9.29,311.03kOhms,93.83,1468.55
,NO LOCATION,2024-09-10 12:09:50,32.26캜,992.29hPa,41.31%,5.27,5.69,8.98,312.53kOhms,96.95,1451.3
,NO LOCATION,2024-09-10 12:09:51,31.85캜,992.6hPa,41.78%,5.35,5.2,8.83,311.77kOhms,100,1491.9
,NO LOCATION,2024-09-10 12:09:52,32.18캜,992.95hPa,41.28%,5.69,5.39,8.8,310.77kOhms,100,1539.13
,NO LOCATION,2024-09-10 12:09:53,32.48캜,992.61hPa,42.04%,5.22,5.42,8.73,310.28kOhms,99.99,1580.31
,NO LOCATION,2024-09-10 12:09:54,32.19캜,992.9hPa,42.25%,5.47,5.15,9.04,310.42kOhms,100,1577.77
,NO LOCATION,2024-09-10 12:09:55,32.39캜,993.21hPa,41.28%,5.3,4.93,9.27,311.25kOhms,100,1615.48
,NO LOCATION,2024-09-10 12:09:56,31.9캜,993.59hPa,40.29%,5.12,5.06,9.58,310.89kOhms,100,1656.75
,NO LOCATION,2024-09-10 12:09:57,31.74캜,993.67hPa,40.84%,5.31,5.42,9.12,309.39kOhms,96.2,1634.92
,NO LOCATION,2024-09-10 12:09:58,31.34캜,994.16hPa,40.31%,5.22,5.04,9.4,307.73kOhms,96.79,1643.12
,NO LOCATION,2024-09-10 12:09:59,31.74캜,994.39hPa,40.98%,4.89,5.23,9.76,308.1kOhms,92.44,1634.95
,NO LOCATION,2024-09-10 12:10:00,31.61캜,994.65hPa,40.95%,4.54,5.29,9.48,307.0kOhms,95.72,1665.78
,NO LOCATION,2024-09-10 12:10:01,31.95캜,994.48hPa,40.38%,4.51,5.57,9.42,305.68kOhms,92.28,1713.15
,NO LOCATION,2024-09-10 12:10:02,32.04캜,994.39hPa,40.4%,4.93,5.9,9.6,304.61kOhms,91.66,1723.81
,NO LOCATION,2024-09-10 12:10:03,32.11캜,993.91hPa,39.74%,4.89,6.31,9.55,304.77kOhms,94.69,1736.07
,NO LOCATION,2024-09-10 12:10:04,32.53캜,993.84hPa,40.39%,5.12,6.2,9.53,305.91kOhms,98.86,1702.03
,NO LOCATION,2024-09-10 12:10:05,33.01캜,993.69hPa,40.58%,5.07,5.8,9.74,307.74kOhms,100,1695.31
,NO LOCATION,2024-09-10 12:10:06,33.12캜,993.99hPa,40.62%,4.6,5.41,9.27,307.68kOhms,95.46,1714.73
,NO LOCATION,2024-09-10 12:10:07,33.26캜,994.07hPa,40.51%,4.68,5.26,9.32,308.26kOhms,99.46,1682.14
,NO LOCATION,2024-09-10 12:10:08,33.0캜,994.55hPa,39.64%,4.22,5.05,9.33,306.75kOhms,98.53,1698.7
,NO LOCATION,2024-09-10 12:10:09,33.0캜,994.9hPa,38.64%,3.9,5.35,9.04,308.4kOhms,99.73,1661.92
,NO LOCATION,2024-09-10 12:10:10,32.66캜,995.09hPa,38.17%,3.88,5.34,9.05,309.91kOhms,97.43,1680.87
,NO LOCATION,2024-09-10 12:10:11,32.7캜,995.38hPa,38.61%,3.9,5.32,9.11,309.47kOhms,92.54,1658.61
,NO LOCATION,2024-09-10 12:10:12,32.99캜,995.41hPa,38.55%,4.26,5.8,9.12,307.75kOhms,97.03,1659.47
,NO LOCATION,2024-09-10 12:10:13,33.26캜,995.86hPa,37.83%,3.88,5.52,9.59,307.29kOhms,95.56,1688.89
,NO LOCATION,2024-09-10 12:10:14,32.82캜,996.25hPa,37.58%,3.83,5.09,9.47,305.41kOhms,99.72,1668.51
,NO LOCATION,2024-09-10 12:10:15,32.42캜,995.96hPa,38.41%,3.95,5.59,9.25,304.16kOhms,100,1690.59
,NO LOCATION,2024-09-10 12:10:16,32.37캜,995.91hPa,39.09%,4.38,5.43,9.69,305.31kOhms,98.01,1671.91
,NO LOCATION,2024-09-10 12:10:17,31.95캜,996.26hPa,38.97%,4.62,5.78,9.3,305.85kOhms,94.4,1721.32
,NO LOCATION,2024-09-10 12:10:18,31.86캜,996.03hPa,39.41%,5.11,5.69,9.39,305.68kOhms,91.39,1756.2
,NO LOCATION,2024-09-10 12:10:19,31.72캜,995.78hPa,38.82%,5.51,5.76,9.86,306.06kOhms,93.83,1776.01
,NO LOCATION,2024-09-10 12:10:20,31.36캜,995.76hPa,39.21%,5.63,5.73,9.64,305.32kOhms,94.22,1772.35
,NO LOCATION,2024-09-10 12:10:21,31.27캜,995.92hPa,39.98%,5.56,6.23,9.23,306.25kOhms,90.24,1811.56
,NO LOCATION,2024-09-10 12:10:22,30.77캜,996.39hPa,39.06%,5.71,6.04,9.46,308.14kOhms,93.12,1851.48
,NO LOCATION,2024-09-10 12:10:23,31.05캜,996.49hPa,39.66%,6.06,6.47,9.16,308.83kOhms,88.18,1805.74
,NO LOCATION,2024-09-10 12:10:24,31.04캜,996.68hPa,38.73%,5.76,6.42,9.03,310.8kOhms,92.63,1775.28
,NO LOCATION,2024-09-10 12:10:25,30.66캜,996.66hPa,39.39%,5.88,6.66,8.91,309.9kOhms,95.0,1750.06
,NO LOCATION,2024-09-10 12:10:26,30.54캜,996.55hPa,39.89%,5.95,6.51,8.86,310.88kOhms,96.99,1790.17
,NO LOCATION,2024-09-10 12:10:27,30.81캜,996.54hPa,38.94%,5.58,6.33,8.89,311.9kOhms,96.03,1771.2
,NO LOCATION,2024-09-10 12:10:28,30.32캜,996.55hPa,39.2%,5.52,6.4,8.94,313.73kOhms,93.14,1797.33
,NO LOCATION,2024-09-10 12:10:29,29.86캜,996.57hPa,38.35%,5.26,6.46,9.36,311.83kOhms,96.85,1835.41
,NO LOCATION,2024-09-10 12:10:30,30.18캜,996.75hPa,38.6%,5.0,6.58,9.39,310.72kOhms,94.06,1826.64
,NO LOCATION,2024-09-10 12:10:31,29.71캜,997.06hPa,39.24%,5.18,6.44,9.05,309.43kOhms,98.0,1863.93
,NO LOCATION,2024-09-10 12:10:32,29.84캜,997.55hPa,40.07%,4.72,5.97,8.96,307.47kOhms,100,1861.85
,NO LOCATION,2024-09-10 12:10:33,29.54캜,997.8hPa,39.23%,4.31,6.34,8.9,307.76kOhms,96.08,1833.78
,NO LOCATION,2024-09-10 12:10:34,29.34캜,997.93hPa,40.13%,4.53,5.84,8.42,305.87kOhms,100,1860.39
,NO LOCATION,2024-09-10 12:10:35,29.19캜,997.5hPa,40.72%,4.66,6.22,8.14,304.93kOhms,100,1876.21
,NO LOCATION,2024-09-10 12:10:36,29.67캜,997.02hPa,40.3%,4.99,6.59,7.78,306.04kOhms,100,1891.77
,NO LOCATION,2024-09-10 12:10:37,29.38캜,997.03hPa,40.21%,5.39,7.05,7.5,304.05kOhms,97.83,1930.75
,NO LOCATION,2024-09-10 12:10:38,29.17캜,996.56hPa,39.7%,5.01,6.61,7.67,304.2kOhms,100,1908.44
,NO LOCATION,2024-09-10 12:10:39,29.45캜,996.78hPa,40.5%,4.69,6.76,7.58,305.91kOhms,96.67,1957.69
,NO LOCATION,2024-09-10 12:10:40,29.79캜,996.81hPa,39.56%,4.42,6.27,7.61,304.1kOhms,97.88,1948.13
,NO LOCATION,2024-09-10 12:10:41,29.6캜,996.73hPa,39.05%,4.83,6.56,7.28,305.15kOhms,92.98,1969.73
,NO LOCATION,2024-09-10 12:10:42,29.82캜,996.92hPa,38.93%,4.56,6.81,7.38,305.49kOhms,97.08,1976.97
,NO LOCATION,2024-09-10 12:10:43,30.02캜,996.47hPa,37.96%,4.42,7.3,7.01,306.51kOhms,92.29,2000
,NO LOCATION,2024-09-10 12:10:44,30.23캜,996.11hPa,38.93%,4.66,7.01,7.09,305.37kOhms,92.93,2000
,NO LOCATION,2024-09-10 12:10:45,30.02캜,996.07hPa,39.01%,4.34,6.96,7.14,304.53kOhms,88.62,2000
,NO LOCATION,2024-09-10 12:10:46,30.01캜,995.72hPa,38.53%,4.67,7.36,7.56,305.26kOhms,89.57,1977.98
,NO LOCATION,2024-09-10 12:10:47,30.04캜,995.85hPa,37.65%,4.44,7.36,7.4,303.61kOhms,92.81,2000
,NO LOCATION,2024-09-10 12:10:48,30.0캜,995.67hPa,38.52%,4.23,7.22,7.84,305.26kOhms,92.27,1960.31
,NO LOCATION,2024-09-10 12:10:49,30.07캜,995.49hPa,38.53%,4.23,7.02,7.7,305.27kOhms,97.21,1999.63
,NO LOCATION,2024-09-10 12:10:50,29.76캜,995.85hPa,39.21%,4.62,7.1,7.61,305.44kOhms,100,1985.9
,NO LOCATION,2024-09-10 12:10:51,30.23캜,995.66hPa,39.02%,4.91,7.03,7.92,304.92kOhms,97.94,1949.04
,NO LOCATION,2024-09-10 12:10:52,30.38캜,995.63hPa,38.23%,4.89,7.16,7.95,303.01kOhms,94.86,1997.91
,NO LOCATION,2024-09-10 12:10:53,30.4캜,995.24hPa,38.82%,4.58,7.45,8.41,301.47kOhms,90.26,1977.99
,NO LOCATION,2024-09-10 12:10:54,30.16캜,995.01hPa,37.86%,4.81,7.87,8.19,302.97kOhms,93.52,1931.67
,NO LOCATION,2024-09-10 12:10:55,30.31캜,994.51hPa,37.95%,4.97,8.01,7.72,301.95kOhms,97.72,1921.08
,NO LOCATION,2024-09-10 12:10:56,30.75캜,994.33hPa,38.38%,4.5,8.06,7.9,302.82kOhms,100,1887.3
,NO LOCATION,2024-09-10 12:10:57,30.9캜,994.06hPa,38.6%,4.0,7.63,7.99,301.86kOhms,98.7,1934.45
,NO LOCATION,2024-09-10 12:10:58,30.74캜,994.18hPa,37.62%,4.16,7.14,8.26,301.07kOhms,97.63,1956.05
,NO LOCATION,2024-09-10 12:10:59,30.6캜,994.62hPa,36.67%,4.45,7.38,8.49,299.23kOhms,100,1996.42
,NO LOCATION,2024-09-10 12:11:00,30.32캜,994.93hPa,37.44%,4.4,7.23,8.17,299.7kOhms,100,2000
,NO LOCATION,2024-09-10 12:11:01,30.34캜,994.7hPa,36.92%,4.84,7.63,8.07,300.14kOhms,100,1990.33
,NO LOCATION,2024-09-10 12:11:02,30.38캜,994.79hPa,37.14%,4.79,8.07,8.09,300.08kOhms,99.86,2000
,NO LOCATION,2024-09-10 12:11:03,30.38캜,994.52hPa,36.26%,4.58,7.8,8.1,300.75kOhms,96.7,1974.79
,NO LOCATION,2024-09-10 12:11:04,30.8캜,994.67hPa,36.25%,4.76,8.24,7.66,301.93kOhms,96.1,1949.62
,NO LOCATION,2024-09-10 12:11:05,30.93캜,994.73hPa,36.09%,4.78,8.64,7.25,300.05kOhms,91.6,1978.57
,NO LOCATION,2024-09-10 12:11:06,30.6캜,994.53hPa,36.53%,5.28,8.29,6.99,300.97kOhms,89.44,1981.75
,NO LOCATION,2024-09-10 12:11:07,30.98캜,994.61hPa,36.07%,5.53,8.61,7.4,299.37kOhms,89.14,1972.88
,NO LOCATION,2024-09-10 12:11:08,31.0캜,994.91hPa,35.53%,5.79,8.21,7.19,299.75kOhms,92.52,1948.5
,NO LOCATION,2024-09-10 12:11:09,30.83캜,994.53hPa,35.02%,5.33,7.74,7.27,301.25kOhms,90.43,1977.62
,NO LOCATION,2024-09-10 12:11:10,30.39캜,994.2hPa,34.93%,5.75,8.16,7.17,301.79kOhms,92.19,1933.8
,NO LOCATION,2024-09-10 12:11:11,30.53캜,994.67hPa,34.53%,6.1,8.31,6.84,303.0kOhms,88.43,1979.82
,NO LOCATION,2024-09-10 12:11:12,30.25캜,994.59hPa,34.98%,6.17,8.41,7.2,304.04kOhms,87.24,1944.1
,NO LOCATION,2024-09-10 12:11:13,30.47캜,994.37hPa,35.21%,5.7,8.56,6.82,305.39kOhms,92.03,1939.22
,NO LOCATION,2024-09-10 12:11:14,30.06캜,994.44hPa,35.5%,6.09,8.31,6.66,305.86kOhms,95.48,1982.55
,NO LOCATION,2024-09-10 12:11:15,29.88캜,994.85hPa,34.91%,5.85,8.2,7.02,306.92kOhms,92.22,2000
,NO LOCATION,2024-09-10 12:11:16,30.22캜,994.79hPa,35.16%,6.07,8.16,6.58,306.83kOhms,90.37,2000
,NO LOCATION,2024-09-10 12:11:17,30.3캜,994.39hPa,34.25%,6.26,8.3,6.32,305.48kOhms,86.46,2000
,NO LOCATION,2024-09-10 12:11:18,30.26캜,994.05hPa,35.2%,5.79,8.64,6.78,306.73kOhms,85.15,2000
,NO LOCATION,2024-09-10 12:11:19,30.26캜,993.94hPa,35.45%,5.7,8.92,6.33,306.23kOhms,84.43,1957.41
,NO LOCATION,2024-09-10 12:11:20,29.78캜,993.9hPa,35.19%,5.72,9.37,6.35,306.53kOhms,85.31,1962.89
,NO LOCATION,2024-09-10 12:11:21,30.11캜,993.84hPa,35.21%,6.08,9.56,5.87,307.1kOhms,87.38,2000
,NO LOCATION,2024-09-10 12:11:22,29.69캜,993.62hPa,35.57%,6.22,9.15,6.15,308.58kOhms,88.66,1977.71
,NO LOCATION,2024-09-10 12:11:23,29.76캜,993.78hPa,35.29%,6.63,9.06,5.91,306.82kOhms,83.96,1975.56
,NO LOCATION,2024-09-10 12:11:24,30.0캜,993.43hPa,34.94%,6.24,8.81,6.02,306.26kOhms,80.71,1973.49
,NO LOCATION,2024-09-10 12:11:25,30.33캜,993.2hPa,34.94%,6.53,8.32,6.42,306.64kOhms,76.24,1979.09
,NO LOCATION,2024-09-10 12:11:26,30.54캜,993.23hPa,35.34%,7.03,8.41,6.26,308.34kOhms,72.76,1959.31
,NO LOCATION,2024-09-10 12:11:27,30.65캜,993.29hPa,36.12%,7.09,8.13,6.44,309.96kOhms,70.98,1918.28
,NO LOCATION,2024-09-10 12:11:28,31.14캜,993.17hPa,36.33%,6.76,8.27,6.26,308.92kOhms,67.81,1954.76
,NO LOCATION,2024-09-10 12:11:29,31.32캜,993.01hPa,35.72%,7.21,7.8,6.61,308.54kOhms,68.63,1999.59
,NO LOCATION,2024-09-10 12:11:30,31.48캜,992.76hPa,36.04%,6.98,8.09,6.16,306.95kOhms,68.79,2000
,NO LOCATION,2024-09-10 12:11:31,31.61캜,992.47hPa,36.22%,6.95,8.28,6.21,306.04kOhms,71.86,1992.1
,NO LOCATION,2024-09-10 12:11:32,31.95캜,992.41hPa,35.58%,6.65,8.63,6.34,307.03kOhms,73.31,1990.6
,NO LOCATION,2024-09-10 12:11:33,31.62캜,992.07hPa,36.57%,6.65,9.13,6.26,308.18kOhms,76.09,1957.21
,NO LOCATION,2024-09-10 12:11:34,31.77캜,992.44hPa,35.6%,7.04,9.22,6.43,309.74kOhms,73.22,1909.14
,NO LOCATION,2024-09-10 12:11:35,31.28캜,992.14hPa,34.87%,6.69,8.8,6.84,310.01kOhms,70.52,1939.27
,NO LOCATION,2024-09-10 12:11:36,31.16캜,992.36hPa,34.38%,6.2,8.34,6.96,311.32kOhms,65.66,1961.49
,NO LOCATION,2024-09-10 12:11:37,30.96캜,991.9hPa,34.57%,6.18,8.19,7.46,313.15kOhms,65.78,2000
,NO LOCATION,2024-09-10 12:11:38,30.5캜,992.18hPa,34.19%,6.39,8.42,7.47,312.63kOhms,70.56,1988.51
,NO LOCATION,2024-09-10 12:11:39,30.06캜,992.25hPa,33.77%,6.32,8.29,7.23,314.59kOhms,73.19,2000
,NO LOCATION,2024-09-10 12:11:40,30.0캜,992.65hPa,33.61%,6.7,8.12,6.76,315.04kOhms,68.58,1990.28
,NO LOCATION,2024-09-10 12:11:41,30.18캜,992.41hPa,33.98%,6.84,7.91,7.24,315.21kOhms,70.57,2000
,NO LOCATION,2024-09-10 12:11:42,29.98캜,992.05hPa,34.53%,6.91,7.5,6.91,315.72kOhms,71.15,2000
,NO LOCATION,2024-09-10 12:11:43,30.02캜,992.45hPa,33.96%,6.41,7.92,7.41,315.58kOhms,71.78,2000
,NO LOCATION,2024-09-10 12:11:44,29.7캜,992.01hPa,34.19%,6.34,8.02,7.64,314.09kOhms,70.11,1979.54
,NO LOCATION,2024-09-10 12:11:45,30.1캜,992.43hPa,35.03%,6.34,7.67,7.43,314.15kOhms,72.71,1930.6
,NO LOCATION,2024-09-10 12:11:46,29.83캜,992.55hPa,34.37%,6.55,7.87,7.61,315.45kOhms,70.41,1959.58
